Explain plant hormones and their functions,Medium
Describe seed dispersal mechanisms,Medium
Explain pollination agents,Medium
Describe fertilization in flowering plants,Medium
Explain human reproductive system,Medium
Describe menstrual cycle,Medium
Explain human skeletal system,Medium
Describe types of joints,Medium
Explain muscle contraction mechanism,Medium
Describe human digestive enzymes,Medium
Explain absorption of digested food,Medium
Describe human respiratory organs,Medium
Explain exchange of gases,Medium
Describe human circulatory system,Medium
Explain blood groups and transfusion,Medium
Describe lymphatic system,Medium
Explain human excretory organs,Medium
Describe nephron structure,Medium
Explain urine formation,Medium
Describe nervous tissue,Medium
Explain brain structure and function,Medium
Describe reflex arc,Medium
Explain endocrine glands,Medium
Describe pituitary hormones,Medium
Explain immune response mechanism,Medium
Describe vaccination principles,Medium
Explain types of immunity,Medium
Describe bacterial reproduction,Medium
Explain viral diseases,Medium
Describe fungal nutrition,Medium
Explain ecological niches,Medium
Describe food pyramid,Medium
Explain trophic levels,Medium
Describe energy transfer efficiency,Medium
Explain population density factors,Medium
Describe environmental pollution types,Medium
Explain waste management methods,Medium

Define cell cycle,Easy
What is G1 phase?,Easy
Define S phase,Easy
What is G2 phase?,Easy
What is cytokinesis?,Easy
Define mitotic spindle,Easy
What is homologous chromosome?,Easy
Define chromatid,Easy
What is centromere?,Easy
Define allele,Easy
What is genotype?,Easy
Define phenotype,Easy
What is dominant trait?,Easy
Define recessive trait,Easy
What is mutation?,Easy
Define variation,Easy
What is adaptation?,Easy
Define natural selection,Easy
What is speciation?,Easy
Define evolution,Easy
What is fossil?,Easy
Define homologous organs,Easy
What is analogous organ?,Easy
Define vestigial organ,Easy
What is biodiversity loss?,Easy
Define conservation status,Easy
What is endangered species?,Easy
Define extinct species,Easy
What is wildlife sanctuary?,Easy
Define national park,Easy
What is biosafety?,Easy
Define bioethics,Easy
What is cloning?,Easy
Define transgenic organism,Easy
What is biogas?,Easy
Define composting,Easy
What is sustainable development?,Easy
Define renewable resource,Easy
What is nonrenewable resource?,Easy
question,difficulty
Explain stages of cell cycle,Medium
Describe spindle formation,Medium
Explain differences between mitosis and meiosis,Medium
Describe Mendel’s dihybrid cross,Medium
Explain test cross,Medium
Describe incomplete dominance,Medium
Explain codominance with example,Medium
Describe sex linked inheritance,Medium
Explain Hardy Weinberg principle,Medium
Describe genetic drift,Medium
Explain adaptive radiation,Medium
Describe evidences of evolution,Medium
Explain homologous and analogous organs,Medium
Describe speciation mechanisms,Medium
Explain isolation mechanisms,Medium
Describe biodiversity measurement,Medium
Explain ecosystem services,Medium
Describe trophic cascade,Medium
Explain conservation strategies,Medium
Describe wildlife protection laws,Medium
Explain biosafety guidelines,Medium
Describe ethical issues in cloning,Medium
Explain transgenic animal production,Medium
Describe biogas plant working,Medium
Explain composting methods,Medium
Describe water pollution effects,Medium
Explain air pollution control methods,Medium
Describe solid waste management,Medium
Explain renewable energy sources,Medium
Describe sustainable agriculture,Medium
Explain organic farming principles,Medium
Describe greenhouse gas effects,Medium
Explain carbon cycle,Medium
Describe nitrogen cycle,Medium
Explain phosphorus cycle,Medium
Describe ozone layer depletion,Medium
Explain global warming impacts,Medium
Describe conservation agriculture,Medium
Explain ecological footprint,Medium
question,difficulty
Analyze regulation of cell cycle checkpoints,Hard
Explain meiotic recombination significance,Hard
Analyze chromosomal disorders,Hard
Explain epistasis with examples,Hard
Analyze polygenic inheritance patterns,Hard
Explain molecular basis of mutation,Hard
Analyze role of natural selection in evolution,Hard
Explain speciation models,Hard
Analyze adaptive radiation examples,Hard
Explain molecular evolution evidence,Hard
Analyze ecosystem resilience factors,Hard
Explain biodiversity loss consequences,Hard
Analyze conservation genetics importance,Hard
Explain wildlife corridor significance,Hard
Analyze human impact on ecosystems,Hard
Explain biotechnological ethics challenges,Hard
Analyze GM organism risk assessment,Hard
Explain industrial biotechnology processes,Hard
Analyze bioenergy sustainability,Hard
Explain circular economy in biology,Hard
Analyze climate change adaptation strategies,Hard
Explain mitigation biology approaches,Hard
Analyze carbon sequestration methods,Hard
Explain nitrogen fixation regulation,Hard
Analyze eutrophication mechanisms,Hard
Explain trophic level energy loss,Hard
Analyze population viability analysis,Hard
Explain extinction vortex concept,Hard
Analyze habitat fragmentation effects,Hard
Explain conservation prioritization methods,Hard
Analyze invasive species control strategies,Hard
Explain ecological restoration techniques,Hard
Analyze biomagnification effects,Hard
Explain endocrine disruptor impacts,Hard
Analyze antibiotic resistance evolution,Hard
Explain microbial symbiosis roles,Hard
Analyze coevolutionary relationships,Hard
Explain systems biology approach,Hard
Analyze synthetic biology risks,Hard
question,difficulty
What is an integer?,Easy
Define rational number,Easy
What is a prime number?,Easy
Define algebra,Easy
What is an equation?,Easy
Define variable,Easy
What is a triangle?,Easy
Define angle,Easy
What is a circle?,Easy
Define perimeter,Easy
What is area?,Easy
Define square root,Easy
What is a fraction?,Easy
Define percentage,Easy
What is an even number?,Easy
What is an odd number?,Easy
Define coordinate plane,Easy
What is x-axis?,Easy
What is y-axis?,Easy
Define slope,Easy

Solve a linear equation,Medium
Explain Pythagoras theorem,Medium
Find area of a triangle,Medium
Explain properties of parallelogram,Medium
Solve quadratic equation,Medium
Explain arithmetic progression,Medium
Find mean of given data,Medium
Explain probability basics,Medium
Solve simultaneous equations,Medium
Explain factorization method,Medium
Find distance between two points,Medium
Explain linear inequalities,Medium
Find perimeter of rectangle,Medium
Explain trigonometric ratios,Medium
Solve problems on percentage,Medium
Explain statistics concepts,Medium
Find roots of polynomial,Medium
Explain coordinate geometry,Medium
Solve word problems on time and work,Medium
Explain mensuration formulas,Medium

Prove Pythagoras theorem,Hard
Derive quadratic formula,Hard
Analyze properties of conic sections,Hard
Solve problems on trigonometric identities,Hard
Analyze limits and continuity,Hard
Explain differentiation from first principles,Hard
Analyze applications of derivatives,Hard
Solve integration problems,Hard
Analyze probability distributions,Hard
Explain matrices and determinants,Hard
Analyze vector algebra concepts,Hard
Solve complex number problems,Hard
Explain linear programming problems,Hard
Analyze statistics data interpretation,Hard
Solve differential equations,Hard
Explain coordinate geometry proofs,Hard
Analyze sequences and series,Hard
Explain calculus applications,Hard
Solve higher order polynomial equations,Hard
Analyze mathematical reasoning problems,Hard
question,difficulty
What is physics?,Easy
Define force,Easy
What is motion?,Easy
Define speed,Easy
Define velocity,Easy
What is acceleration?,Easy
Define mass,Easy
What is weight?,Easy
Define energy,Easy
What is work?,Easy
Define power,Easy
What is pressure?,Easy
Define density,Easy
What is gravity?,Easy
Define inertia,Easy
What is friction?,Easy
Define momentum,Easy
What is electric current?,Easy
Define voltage,Easy
What is resistance?,Easy

Explain laws of motion,Medium
Explain types of motion,Medium
Describe work-energy theorem,Medium
Explain conservation of energy,Medium
Describe Newton’s laws,Medium
Explain gravitational force,Medium
Describe pressure in fluids,Medium
Explain Archimedes principle,Medium
Describe heat transfer methods,Medium
Explain laws of thermodynamics,Medium
Describe sound wave properties,Medium
Explain reflection of light,Medium
Describe refraction of light,Medium
Explain Ohm’s law,Medium
Describe electric circuits,Medium
Explain magnetic effects of current,Medium
Describe electromagnetic induction,Medium
Explain lenses and mirrors,Medium
Describe wave motion,Medium
Explain atomic structure basics,Medium

Derive equations of motion,Hard
Analyze projectile motion,Hard
Explain laws of thermodynamics in detail,Hard
Analyze kinetic theory of gases,Hard
Explain electromagnetic waves,Hard
Analyze electric field concepts,Hard
Derive Ohm’s law experimentally,Hard
Explain Maxwell’s equations,Hard
Analyze magnetic field due to current,Hard
Explain alternating current,Hard
Analyze optical instruments,Hard
Explain quantum theory basics,Hard
Analyze photoelectric effect,Hard
Explain nuclear reactions,Hard
Analyze semiconductor devices,Hard
Explain laser working principle,Hard
Analyze wave optics phenomena,Hard
Explain relativity basics,Hard
Analyze energy resources and efficiency,Hard
Explain modern physics applications,Hard
question,difficulty
Define biology,Easy
What is a cell?,Easy
Define tissue,Easy
What is photosynthesis?,Easy
Define respiration,Easy
What is DNA?,Easy
Define gene,Easy
What is enzyme?,Easy
Define metabolism,Easy
What is ecosystem?,Easy
Define biodiversity,Easy
What is pollination?,Easy
Define fertilization,Easy
What is immunity?,Easy
Define virus,Easy
What is bacteria?,Easy
Define heredity,Easy
What is organ?,Easy
Define chromosome,Easy
What is nucleus?,Easy
Explain photosynthesis process,Medium
Describe structure of plant cell,Medium
Explain cellular respiration,Medium
Describe mitosis stages,Medium
Explain meiosis stages,Medium
Describe human digestive system,Medium
Explain circulatory system,Medium
Describe respiratory system,Medium
Explain nervous system,Medium
Describe endocrine system,Medium
Explain immune response,Medium
Describe reproduction in plants,Medium
Explain seed germination,Medium
Describe food chains,Medium
Explain ecological balance,Medium
Describe genetic inheritance,Medium
Explain variation,Medium
Describe environmental pollution effects,Medium
Explain conservation methods,Medium
Describe biotechnology basics,Medium

Analyze differences between mitosis and meiosis,Hard
Explain regulation of gene expression,Hard
Analyze enzyme action mechanism,Hard
Explain photosynthetic electron transport chain,Hard
Analyze human disorders,Hard
Explain neural impulse transmission,Hard
Analyze population growth models,Hard
Explain biodiversity loss causes,Hard
Analyze immune disorders,Hard
Explain CRISPR gene editing,Hard
Analyze climate change effects on ecosystems,Hard
Explain molecular basis of inheritance,Hard
Analyze biotechnology applications,Hard
Explain stem cell therapy,Hard
Analyze ecological succession,Hard
Explain nitrogen cycle in detail,Hard
Analyze conservation strategies,Hard
Explain antibiotic resistance,Hard
Analyze genetic diseases,Hard
Explain evolutionary theories,Hard
question,difficulty
What is a computer?,Easy
Define software,Easy
What is hardware?,Easy
Define algorithm,Easy
What is data structure?,Easy
Define programming language,Easy
What is operating system?,Easy
Define compiler,Easy
What is database?,Easy
Define network,Easy
What is internet?,Easy
Define RAM,Easy
What is ROM?,Easy
Define CPU,Easy
What is input device?,Easy
Define output device,Easy
What is binary system?,Easy
Define variable,Easy
What is loop?,Easy
Define function,Easy

Explain operating system functions,Medium
Describe data structures types,Medium
Explain stack and queue,Medium
Describe DBMS concepts,Medium
Explain normalization,Medium
Describe computer networks,Medium
Explain TCP/IP model,Medium
Describe OOP concepts,Medium
Explain inheritance,Medium
Describe polymorphism,Medium
Explain sorting algorithms,Medium
Describe searching algorithms,Medium
Explain SDLC,Medium
Describe software testing,Medium
Explain cloud computing,Medium
Describe cybersecurity basics,Medium
Explain machine learning workflow,Medium
Describe web technologies,Medium
Explain API concept,Medium
Describe file systems,Medium

Analyze time complexity of algorithms,Hard
Explain Dijkstra algorithm,Hard
Analyze deadlock conditions,Hard
Explain database indexing,Hard
Analyze SQL vs NoSQL,Hard
Explain cryptography techniques,Hard
Analyze network security threats,Hard
Explain operating system scheduling,Hard
Analyze compiler phases,Hard
Explain machine learning models,Hard
Analyze artificial intelligence applications,Hard
Explain neural networks,Hard
Analyze cloud security challenges,Hard
Explain blockchain technology,Hard
Analyze big data processing,Hard
Explain distributed systems,Hard
Analyze software architecture patterns,Hard
Explain containerization concepts,Hard
Analyze system design principles,Hard
Explain ethical issues in AI,Hard
What is democracy?,Easy
Define constitution,Easy
What is economy?,Easy
Define globalization,Easy
What is population?,Easy
Define inflation,Easy
What is unemployment?,Easy
Define resources,Easy
What is environment?,Easy
Define sustainability,Easy
Explain types of democracy,Medium
Describe Indian constitution features,Medium
Explain economic sectors,Medium
Describe role of government,Medium
Explain globalization effects,Medium
Describe population growth,Medium
Explain inflation causes,Medium
Describe unemployment types,Medium
Explain climate change,Medium
Describe sustainable development,Medium
Explain natural resources management,Medium
Describe environmental pollution,Medium
Explain human rights,Medium
Describe international organizations,Medium
Explain social justice,Medium
Analyze impact of globalization on economy,Hard
Explain causes of climate change,Hard
Analyze economic reforms,Hard
Explain sustainable development challenges,Hard
Analyze population explosion effects,Hard
Explain environmental conservation strategies,Hard
Analyze social inequality issues,Hard
Explain geopolitical conflicts,Hard
Analyze international relations,Hard
Explain global economic challenges,Hard
What is Python?,Easy
What is a variable in programming?,Easy
Define an algorithm,Easy
What is a list in Python?,Easy
What is a function?,Easy
What is an operating system?,Easy
What is a database?,Easy
What is a compiler?,Easy
What is the SI unit of force?,Easy
What is photosynthesis?,Easy
What is a cell?,Easy
Define velocity,Easy
What is an atom?,Easy
What is a network?,Easy
What is a loop in programming?,Easy
Define recursion,Easy
What is an array?,Easy
What is the capital of India?,Easy
What is RAM?,Easy
What is an IP address?,Easy
question,difficulty
Explain the difference between list and tuple in Python,Medium
Explain how recursion works with an example,Medium
Describe the working of a binary search algorithm,Medium
Explain Newton's second law of motion,Medium
Describe the process of cellular respiration,Medium
Explain how a database index works,Medium
Explain the concept of inheritance in OOP,Medium
Describe the working of an operating system scheduler,Medium
Explain the difference between TCP and UDP,Medium
Explain how a stack works using an example,Medium
Explain the working of quick sort algorithm,Medium
Describe how DNA replicates,Medium
Explain Ohm's law with an example,Medium
Describe the concept of normalization in DBMS,Medium
Explain the difference between primary key and foreign key,Medium
Explain how garbage collection works in Python,Medium
Describe the working of a router in computer networks,Medium
Explain the principle of conservation of energy,Medium
Explain how exception handling works in Python,Medium
Describe the role of enzymes in digestion,Medium
Analyze the time and space complexity of merge sort,Hard
Explain how memory management works in Python,Hard
Derive the expression for electric field due to a charged sphere,Hard
Analyze the regulation of gene expression in eukaryotes,Hard
Explain the working of deadlock prevention algorithms,Hard
Design an efficient algorithm to detect a cycle in a linked list,Hard
Analyze the performance of hash tables in Python,Hard
Explain how operating systems handle process synchronization,Hard
Derive the equation of motion using calculus,Hard
Explain the mechanism of enzyme inhibition,Hard
Analyze how TCP congestion control works,Hard
Design a database schema for an online examination system,Hard
Explain the working of paging and segmentation in OS,Hard
Analyze the differences between multithreading and multiprocessing,Hard
Explain how DNS resolution works internally,Hard
Design an algorithm to find the longest common subsequence,Hard
Analyze the working of neural networks at a high level,Hard
Explain the biochemical process of photosynthesis in detail,Hard
Analyze the impact of cache memory on system performance,Hard
Explain how compilers optimize code,Hard
What is an IP address?,Easy
Explain the OSI model.,Medium
Explain matrix multiplication.,Medium
Explain Laplace transforms.,Hard
What is software testing?,Easy
Explain segmentation with paging.,Hard
What is a computer network?,Easy
Explain permutations and combinations.,Medium
Analyze software project risk management.,Hard
Explain different types of joins.,Medium
Explain the working of HTTP and HTTPS.,Hard
Analyze eigenvalues and eigenvectors.,Hard
Describe the concept of limits.,Medium
Describe virtual memory.,Medium
Describe network topologies.,Medium
Describe the spiral model.,Medium
Explain the waterfall model.,Medium
Explain software quality assurance in detail.,Hard
Compare different software process models.,Hard
Define a table in DBMS.,Easy
What is a protocol?,Easy
What is probability?,Easy
Describe ACID properties.,Medium
Explain normalization in DBMS.,Medium
Explain matrix multiplication.,Medium
Design a secure network architecture.,Hard
Analyze memory allocation strategies.,Hard
Analyze real time operating systems.,Hard
Explain database recovery techniques.,Hard
Explain the OSI model.,Medium
Compare different software process models.,Hard
What is probability?,Easy
Describe ACID properties.,Medium
Explain software quality assurance in detail.,Hard
Explain integration.,Medium
Explain deadlock conditions.,Medium
Explain how routing algorithms work.,Hard
Explain context switching.,Medium
Explain the working of HTTP and HTTPS.,Hard
Analyze query optimization techniques.,Hard
What is a database schema?,Easy
What is a thread?,Easy
What is DBMS?,Easy
Define software development life cycle.,Easy
Explain matrix multiplication.,Medium
Analyze deadlock prevention techniques.,Hard
Explain differentiation with an example.,Medium
Analyze deadlock prevention techniques.,Hard
Compare different software process models.,Hard
What is SQL?,Easy
Explain paging.,Medium
Define multitasking.,Easy
Define derivative.,Easy
Explain matrix multiplication.,Medium
Design a relational database schema.,Hard
Explain the difference between primary key and foreign key.,Medium
Explain matrix multiplication.,Medium
What is a thread?,Easy
Describe agile methodology.,Medium
Explain software quality assurance in detail.,Hard
Explain process scheduling.,Medium
What is an IP address?,Easy
Explain context switching.,Medium
Explain DNS.,Medium
Explain DNS.,Medium
Explain DNS.,Medium
Define multitasking.,Easy
What is an IP address?,Easy
Describe virtual memory.,Medium
Explain transaction management in DBMS.,Hard
Explain database recovery techniques.,Hard
What is a router?,Easy
Analyze the advantages and disadvantages of agile methodology.,Hard
Explain functional and non functional requirements.,Medium
What is memory management?,Easy
What is software engineering?,Easy
What is probability?,Easy
Define LAN and WAN.,Easy
Derive the quadratic formula.,Hard
Describe the spiral model.,Medium
Explain normalization in DBMS.,Medium
What is a function in mathematics?,Easy
Explain software quality assurance in detail.,Hard
